SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
669,RPS27A,UBQLN2,P62979,Q9UHD9,"2KTF, 2L0F, 2L0T, 2XK5, 3AXC, 3NHE, 3NOB, 3PHW, 3TBL, 4R62, 4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5T2C, 5WVO, 5YDK, 6DC6, 6FEC, 6G18, 6G51, 6G53, 6G5H, 6G5I, 6IP5, 6IP6, 6IP8, 6J99, 6KFP, 6KG6, 6KIU, 6KIV, 6KIW, 6OLE, 6OLF, 6OLG, 6OLI, 6OLZ, 6OM0, 6OM7, 6QZP, 6SQO, 6SQR, 6SQS, 6XA1, 6Y0G, 6Y57, 6YBS, 6Z6L, 6Z6M, 6Z6N, 6ZLW, 6ZM7, 6ZME, 6ZMI, 6ZMO, 6ZMT, 6ZMW, 6ZN5, 6ZOJ, 6ZOL, 6ZON, 6ZP4, 6ZUO, 6ZV6, 6ZVH, 6ZVJ, 6ZXD, 6ZXE, 6ZXF, 6ZXG, 6ZXH, 7A09, 7BWD, 7F0N, 7JQB, 7JQC, 7K5I, 7MQ9, 7MQA, 7OOJ, 7QP6, 7QP7, 7R4X, 7TQL, 7WTT, 7WTU, 7WTV, 7WTW, 7WTX, 7WTZ, 7WU0, 7XNY, 8G5Y, 8G60, 8G61, 8G6J, 8GLP, 8HTC, 8HTF, 8IFD, 8IFE, 8IVB, 8K2C, 8OZ0, 8PJ1, 8PJ2, 8PJ3, 8PJ4, 8PJ5, 8PJ6, 8PPK, 8PPL, 8QOI, 8T4S, 8UKB, 8X7I, 8X7J, 8XP2, 8XP3, 8XSX, 8XSY, 8XSZ, 8XXL, 8XXM, 8XXN, 8YOO, 8YOP, 8ZDB, 8ZDC, 8ZDD, 9BKD, 9BLN, 9C3H, 9G8M, 9G8O, 9IPU","1J8C, 2NBV, 6MUN, 7F7X"
670,TLR9,IRAK1,Q9NR96,P51617,8AR3,6BFN
671,HNRNPA1,HNRNPR,P09651,O43390,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL",2DK2
672,MRPL2,MRPL40,Q5T653,Q9NQ50,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
673,NBR1,UBC,Q9SB64,P0CG48,"6TGN, 6TGP, 6TGS","1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6E, 8K6F, 8K6I, 8K6R, 8K6V, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EBS, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4"
674,CSNK1E,CSNK1D,P49674,P48730,"4HNI, 4HOK","3UYS, 3UYT, 3UZP, 4HGT, 4HNF, 4KB8, 4KBA, 4KBC, 4KBK, 4TN6, 4TW9, 4TWC, 5IH4, 5IH5, 5IH6, 5MQV, 5OKT, 5W4W, 6F1W, 6F26, 6GZM, 6HMP, 6HMR, 6PXN, 6PXO, 6PXP, 6RCG, 6RCH, 6RU6, 6RU7, 6RU8, 7NZY, 7P7F, 7P7G, 7P7H, 7QR9, 7QRA, 7QRB, 8D7M, 8D7N, 8D7O, 8D7P, 8IZC, 8VXD, 8VXF, 9B3S"
675,SOD1,TARDBP,P15107,Q13148,1XSO,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
676,DDX58,CYLD,O95786,Q9NQC7,"2LWD, 2LWE, 2QFB, 2QFD, 2RMJ, 2YKG, 3LRN, 3LRR, 3NCU, 3OG8, 3ZD6, 3ZD7, 4AY2, 4BPB, 4NQK, 4ON9, 4P4H, 5E3H, 5F98, 5F9F, 5F9H, 6GPG, 6KYV, 7BAH, 7BAI, 7JL1, 7JL3, 7MK1, 7TNX, 7TNY, 7TNZ, 7TO0, 7TO1, 7TO2, 8DVR, 8DVS, 8DVU, 8G7T, 8G7U, 8G7V, 8SCZ, 8SD0","1IXD, 1WHL, 1WHM, 2VHF, 7OWC, 7OWD"
677,SQSTM1,RPS27A,Q64337,P62979,"2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ","2KTF, 2L0F, 2L0T, 2XK5, 3AXC, 3NHE, 3NOB, 3PHW, 3TBL, 4R62, 4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5T2C, 5WVO, 5YDK, 6DC6, 6FEC, 6G18, 6G51, 6G53, 6G5H, 6G5I, 6IP5, 6IP6, 6IP8, 6J99, 6KFP, 6KG6, 6KIU, 6KIV, 6KIW, 6OLE, 6OLF, 6OLG, 6OLI, 6OLZ, 6OM0, 6OM7, 6QZP, 6SQO, 6SQR, 6SQS, 6XA1, 6Y0G, 6Y57, 6YBS, 6Z6L, 6Z6M, 6Z6N, 6ZLW, 6ZM7, 6ZME, 6ZMI, 6ZMO, 6ZMT, 6ZMW, 6ZN5, 6ZOJ, 6ZOL, 6ZON, 6ZP4, 6ZUO, 6ZV6, 6ZVH, 6ZVJ, 6ZXD, 6ZXE, 6ZXF, 6ZXG, 6ZXH, 7A09, 7BWD, 7F0N, 7JQB, 7JQC, 7K5I, 7MQ9, 7MQA, 7OOJ, 7QP6, 7QP7, 7R4X, 7TQL, 7WTT, 7WTU, 7WTV, 7WTW, 7WTX, 7WTZ, 7WU0, 7XNY, 8G5Y, 8G60, 8G61, 8G6J, 8GLP, 8HTC, 8HTF, 8IFD, 8IFE, 8IVB, 8K2C, 8OZ0, 8PJ1, 8PJ2, 8PJ3, 8PJ4, 8PJ5, 8PJ6, 8PPK, 8PPL, 8QOI, 8T4S, 8UKB, 8X7I, 8X7J, 8XP2, 8XP3, 8XSX, 8XSY, 8XSZ, 8XXL, 8XXM, 8XXN, 8YOO, 8YOP, 8ZDB, 8ZDC, 8ZDD, 9BKD, 9BLN, 9C3H, 9G8M, 9G8O, 9IPU"
678,PSMD2,UBC,Q13200,P0CG48,"5GJQ, 5GJR, 5L4K, 5LN3, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7UIH, 7UJD, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8L, 9E8N, 9E8O, 9E8Q","1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6E, 8K6F, 8K6I, 8K6R, 8K6V, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EBS, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4"
679,CDC25B,YWHAH,P30305,Q04917,"1CWR, 1CWS, 1CWT, 1QB0, 1YM9, 1YMD, 1YMK, 1YML, 1YS0, 2A2K, 2IFD, 2IFV, 2UZQ, 3FQT, 3FQU, 4WH7, 4WH9","2C63, 2C74, 7NMZ"
680,BAD,YWHAZ,Q61337,P63104,2BZW,"1IB1, 1QJA, 1QJB, 2C1J, 2C1N, 2O02, 2WH0, 3CU8, 3NKX, 3RDH, 4BG6, 4FJ3, 4HKC, 4IHL, 4N7G, 4N7Y, 4N84, 4WRQ, 4ZDR, 5D2D, 5D3F, 5EWZ, 5EXA, 5J31, 5JM4, 5M35, 5M36, 5M37, 5NAS, 5ULO, 5WXN, 5XY9, 6EF5, 6EJL, 6EWW, 6F08, 6F09, 6FN9, 6FNA, 6FNB, 6FNC, 6Q0K, 6RLZ, 6U2H, 6XAG, 6YMO, 6YO8, 6YOS, 6ZFD, 6ZFG, 7D8H, 7D8P, 7D9V, 7MFD, 7MFE, 7MFF, 7Q16, 7ZIT, 8A9G, 8AH2, 8P1H, 8QDV, 8WE2, 8WF6, 9FUM, 9FVL"
681,CDC25C,YWHAH,P30307,Q04917,"2OJX, 3BZI, 3OP3, 5M35, 5M36, 5M37","2C63, 2C74, 7NMZ"
682,SDHA,UQCRC2,P31040,P22695,"6VAX, 8DYD, 8DYE, 8GS8","5XTE, 5XTH, 5XTI"
683,HNRNPC,HNRNPM,P07910,P52272,"1TXP, 1WF2, 2MXY, 2MZ1, 3LN4","2DGV, 2DH9, 2DO0, 2OT8"
684,HNRNPC,HNRNPL,P07910,Q8R081,"1TXP, 1WF2, 2MXY, 2MZ1, 3LN4","3S01, 3TYT"
685,MRPL30,MRPL23,Q8TCC3,Q16540,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
686,NDUFA4,NDUFS4,O00483,O43181,5Z62,"5XTB, 5XTD, 5XTH, 5XTI"
687,MRPL30,MRPL34,Q8TCC3,Q9BQ48,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
688,IL1B,IL18,P01584,Q14116,"1HIB, 1I1B, 1IOB, 1ITB, 1L2H, 1S0L, 1T4Q, 1TOO, 1TP0, 1TWE, 1TWM, 21BI, 2I1B, 2KH2, 2NVH, 31BI, 3LTQ, 3O4O, 3POK, 41BI, 4DEP, 4G6J, 4G6M, 4GAF, 4GAI, 4I1B, 5BVP, 5I1B, 5MVZ, 5R7W, 5R85, 5R86, 5R87, 5R88, 5R89, 5R8A, 5R8B, 5R8C, 5R8D, 5R8E, 5R8F, 5R8G, 5R8H, 5R8I, 5R8J, 5R8K, 5R8L, 5R8M, 5R8N, 5R8O, 5R8P, 5R8Q, 6I1B, 6Y8I, 6Y8M, 7CHY, 7CHZ, 7I1B, 7Z4T, 8C3U, 8RYK, 8RYS, 8RZB, 9ILB","1J0S, 2VXT, 3F62, 3WO2, 3WO3, 3WO4, 4EEE, 4EKX, 4HJJ, 4R6U, 4XFS, 4XFT, 4XFU, 7AL7, 8J6K, 8SPB, 8SV1, 8URV"
689,KLC1,MAPK8IP1,O88447,Q9UQF2,"6FUZ, 6FV0","2G01, 2GMX, 2H96, 3OXI, 3PTG, 3VUD, 3VUG, 3VUH, 3VUI, 3VUK, 3VUL, 3VUM, 4E73, 4G1W, 4H39, 4HYS, 4HYU, 4IZY, 5LW1, 6FUZ, 7NYK, 7NYL, 7NYM, 7NYN, 7NYO, 7NZB, 8RPP"
690,HNRNPA2B1,HNRNPH1,P22626,P31943,"1X4B, 5EN1, 5HO4, 5WWE, 5WWF, 5WWG, 6WPQ, 6WQK, 7WM3, 8DU2, 8DUW, 8EC7, 8HNI","2LXU, 6DHS, 7ZUG"
691,MRPS15,RPS9,P82914,P46781,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 5VYC, 6FEC, 6G18, 6G4S, 6G4W, 6G51, 6G53, 6G5H, 6G5I, 6IP5, 6IP6, 6IP8, 6OLE, 6OLF, 6OLG, 6OLI, 6OLZ, 6OM0, 6OM7, 6QZP, 6XA1, 6Y0G, 6Y2L, 6Y57, 6YBW, 6Z6L, 6Z6M, 6Z6N, 6ZLW, 6ZM7, 6ZME, 6ZMI, 6ZMO, 6ZMT, 6ZMW, 6ZN5, 6ZOJ, 6ZOK, 6ZON, 6ZP4, 6ZUO, 6ZV6, 6ZVH, 6ZVJ, 6ZXD, 6ZXE, 6ZXF, 6ZXG, 6ZXH, 7A09, 7K5I, 7MQ8, 7MQ9, 7MQA, 7QP6, 7QP7, 7R4X, 7TQL, 7WTS, 7WTT, 7WTU, 7WTV, 7WTW, 7WTX, 7WTZ, 7WU0, 7XNX, 7XNY, 8G5Y, 8G5Z, 8G60, 8G61, 8G6J, 8GLP, 8IFD, 8IFE, 8JDJ, 8JDK, 8JDL, 8JDM, 8K2C, 8OZ0, 8PJ1, 8PJ2, 8PJ3, 8PJ4, 8PJ5, 8PJ6, 8PPK, 8PPL, 8QOI, 8T4S, 8UKB, 8XP2, 8XP3, 8XSX, 8XSY, 8XSZ, 8XXL, 8XXM, 8XXN, 8Y0W, 8Y0X, 8YOO, 8YOP, 8ZDB, 8ZDC, 8ZDD, 9BKD, 9BLN, 9C3H, 9G8M, 9G8O"
692,MRPL30,MRPL22,Q8TCC3,Q9NWU5,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 5OOL, 5OOM, 6NU2, 6NU3, 6ZM5, 6ZM6, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
